0 1 0.9999999998 0.9999999999998 0.9999999999999998
0.5 0.7073091061160424 0.7073090446674257 0.7073230889886872 0.7216449660063516
1.0 0.30457447915618413 0.30457447675047433 0.30453417565468044 0.33306690738754696
1.5 -0.0953890843475184 -0.09538925205276882 -0.09547918011776346 -0.11102230246251564
2.0 -0.400855625233842 -0.400855681981227 -0.400901534192144 -0.33306690738754696
2.5 -0.5585165065388474 -0.5585166218402549 -0.5586087148401475 -0.5551115123125783
3.0 -0.5588090622818879 -0.5588090962183045 -0.5588446372328804 -0.48572257327350593
3.5 -0.4301918694083608 -0.430191937628166 -0.43021142204224816 -0.3608224830031758
4.0 -0.22569035481286873 -0.2256904108044466 -0.22576385205752558 -0.27755575615628914
4.5 -0.006216358984262411 -0.0062163607594811765 -0.006217248937900877 -0.05551115123125782
5.0 0.17490719152744288 0.1749072553458575 0.17497114868092467 0.22204460492503128
5.5 0.28286647030546763 0.2828665357501592 0.2828848266744899 0.22204460492503128
6.0 0.30602939894438635 0.3060294240242456 0.30606073231354003 0.2914335439641036
6.5 0.2544257694802819 0.25442579987267067 0.25444923945627806 0.2289834988289385
7.0 0.15350782691091655 0.1535078730796613 0.15351608873004352 0.11102230246251564
7.5 0.035485576974237 0.0354855589357328 0.03547162563677375 0.02775557561562891
8.0 -0.06932554720257536 -0.0693255730599418 -0.0693056723122254 -0.08326672684688674
8.5 -0.13915174383310597 -0.1391517734372627 -0.139194211712379 -0.2498001805406602
9.0 -0.1642333647997854 -0.16423337689808193 -0.1642574964932919 -0.2914335439641036
9.5 -0.14689761266544876 -0.1468976277424483 -0.14691199645699982 -0.26194324487249787
10.0 -0.09883093281755749 -0.09883094342910681 -0.09886536034287019 -0.16653345369377348
10.5 -0.036687673561700045 -0.0366876806712213 -0.03670674875166924 -0.05551115123125782
11.0 0.022650795958477965 0.02265079790397806 0.02263467191454538 0.0
11.5 0.06600994083208014 0.0660099336302622 0.06603051438958119 0.1249000902703301
12.0 0.08628806339368551 0.08628807390831383 0.0863059623767981 0.15959455978986625
12.5 0.0829930769438639 0.08299308375953052 0.08299871206984832 0.1474514954580286
13.0 0.061157857642821 0.06115786349569773 0.06116981920989417 0.10408340855860841
13.5 0.029178199313487842 0.029178194582701874 0.02919192665373771 0.06938893903907228
14.0 -0.003732780264944872 -0.003732777975606893 -0.0037470027081099033 -0.0069388939039072275
14.5 -0.02981726330883024 -0.029817259772357826 -0.029830304892897175 -0.05551115123125782
15.0 -0.044297819087080595 -0.0442978223547108 -0.044297898682543746 -0.08326672684688674
15.5 -0.0459387871555062 -0.04593879096570497 -0.04594068181429378 -0.08326672684688674
16.0 -0.03668919633476807 -0.03668919855426278 -0.036626951471774305 0.0
16.5 -0.02065604866674113 -0.020656053256740137 -0.020615453788508376 0.0
17.0 -0.0027661047568450403 -0.0027661067880657697 -0.002761679773755077 0.0
17.5 0.012518783220057294 0.012518788089499466 0.01250735626179278 0.0
18.0 0.02214626388182024 0.02214626398933106 0.022100377083944522 0.0
18.5 0.02492183430739014 0.024921837163405236 0.024875934645507414 0.0
19.0 0.021447511673829578 0.021447512169037175 0.021409957140505753 0.0
19.5 0.01365735926226573 0.013657359965169036 0.013633191797701727 0.0
