1e-16 1.0 1.0
3e-16 1.0 1.0
5e-16 1.0 1.0
6.999999999999999e-16 1.0 1.0
9e-16 0.33455254402943607 0.33455254402943607
1e-15 0.2010972896264926 0.2010972896264926
3.0000000000000002e-15 0.2010972896264926 0.0658132191793948
5.000000000000001e-15 0.03912216829880613 0.19926847358233837
7e-15 0.0848782555226724 0.14390218059665955
9.000000000000001e-15 0.023156950422567536 0.06764203522354889
1e-14 9.144080220771533e-4 9.144080220771533e-4
3e-14 9.144080220771533e-4 0.025776642858511504
5e-14 0.015100222506276082 9.144080220771533e-4
7e-14 0.010524613783889414 0.012353429828043721
9e-14 0.005362916502175229 0.007982608938119
1e-13 0.011096564874187772 0.011096564874187772
3.0000000000000003e-13 9.14408022076953e-4 0.0017546970659818525
5e-13 0.0022885180835934935 6.870550307581702e-4
7e-13 8.014452488179219e-4 0.0014863591123755117
9e-13 4.6955717406738567e-4 8.649953699621173e-4
1e-12 2.8668926754933937e-4 6.870550307581702e-4
3e-12 1.977875874351883e-5 1.5323401314652917e-4
5e-12 3.3603343017725345e-5 1.26542962265807e-4
7e-12 7.137224002602326e-7 7.137224002602326e-7
9e-12 6.91914108585548e-5 6.426384354445555e-5
1e-11 1.26542962265807e-4 3.3603343017725345e-5
3e-11 4.646980962404082e-5 6.433233303157738e-6
4.9999999999999995e-11 2.244786383151097e-5 1.5740819610188793e-6
6.999999999999999e-11 1.787225510895275e-5 1.2152744206055244e-5
9e-11 1.0881741783211373e-5 6.433233303157738e-6
1e-10 1.5740819610188793e-6 1.4440548567334355e-5
3e-10 1.0950231269732656e-6 3.7641282151655933e-6
5e-10 7.733504346012175e-7 1.6288441446517677e-6
7.000000000000001e-10 4.301797802792318e-7 1.285673490529965e-6
9e-10 2.3952941692271537e-7 1.5398739751387753e-6
1e-9 3.7298467139238664e-7 3.7298467139238664e-7
3.0000000000000004e-9 1.0607416245304413e-7 1.0607416245304413e-7
5e-9 1.327652134670881e-7 1.327652134670881e-7
7.000000000000001e-9 1.4420423524445714e-7 8.700912615742906e-8
9.000000000000001e-9 1.0607416245304413e-7 1.0607416245304413e-7
1e-8 9.272863714620502e-8 9.272863714620502e-8
3.0000000000000004e-8 5.269206062513905e-8 1.4035566509605133e-8
5e-8 6.870669135367516e-8 1.2655484504438843e-8
7e-8 9.84481479347981e-8 4.503048261706159e-9
9e-8 1.1497117952445308e-7 5.138549438196181e-9
1e-7 1.247578982029115e-7 3.3591460239143903e-9
3e-7 3.8899930192073986e-7 6.900408024002635e-10
5e-7 6.500377795328976e-7 9.56951444661405e-10
7e-7 9.077589409357152e-7 7.256048927803406e-11
9e-7 1.1674882859601536e-6 1.996608046491911e-10
1e-6 1.2970288528783682e-6 6.445116081739184e-10
3e-6 3.8947353798983935e-6 2.8967523937431414e-10
4.9999999999999996e-6 6.49137426474974e-6 8.399953968155517e-11
7e-6 9.08797501956653e-6 1.5365437443310114e-11
9e-6 1.168447409429117e-5 2.2764597113172517e-11
1e-5 1.298270456653612e-5 3.926387039789004e-12
3.0000000000000004e-5 3.894803911907362e-5 8.949235776989873e-11
5e-5 6.491302668821658e-5 2.0426380982880305e-10
7.000000000000001e-5 9.08777587855675e-5 4.1931747697608405e-10
9e-5 1.1684222333709589e-4 6.989379305731717e-10
1e-4 1.2982434389189487e-4 8.728746343875506e-10
3.0000000000000003e-4 3.8945225818519196e-4 7.79786791881155e-9
5e-4 6.490524532885955e-4 2.1651857744925873e-8
7e-4 9.086249210800853e-4 4.2439992015713856e-8
9.000000000000001e-4 0.0011681696588776113 7.015261130658945e-8
0.001 0.0012979316287525106 8.660960136250584e-8
0.003 0.003891714398802106 7.794831250594538e-7
0.005 0.006482720075882335 2.1652308929115407e-6
0.007 0.009070944941075496 4.243850514334794e-6
0.009000000000000001 0.011656385284823639 7.0153410120363865e-6
0.01 0.012948060104145816 8.660911929410134e-6
0.03 0.038634468027892395 7.794711693750676e-5
0.05 0.06403823214596052 2.1651370830213913e-4
0.07 0.08915580155376072 4.2434904937738583e-4
0.09 0.11398371938591755 7.014356863583282e-4
0.1 0.12628800448509597 8.659411962253172e-4
0.30000000000000004 0.35640004943565834 0.007782568131920788
0.5 0.5543345151065687 0.02155777384037044
0.7000000000000001 0.7182567001730453 0.04207593745587289
0.9 0.8472708469503123 0.0691648127173348
